Time,Level,Host,Service,Log,CompleteLog
2025-01-20T16:08:27.846Z,Wa(03),host-2377,rhttpproxy,"Service pre-start command's stderr: /usr/lib/tmpfiles.d/envoy-hgw.conf:14: Line references path below legacy directory /var/run/, updating /var/run/envoy-hgw → /run/envoy-hgw; please update the tmpfiles.d/ drop-in file accordingly.","2025-01-20T16:08:27.846Z Wa(03) host-2377 <rhttpproxy> Service pre-start command's stderr: /usr/lib/tmpfiles.d/envoy-hgw.conf:14: Line references path below legacy directory /var/run/, updating /var/run/envoy-hgw → /run/envoy-hgw; please update the tmpfiles.d/ drop-in file accordingly."
2025-01-20T16:08:27.846Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.846Z Wa(03)+ host-2377
2025-01-20T16:08:27.846Z,Wa(03),host-2377,rhttpproxy,"Service pre-start command's stderr: /usr/lib/tmpfiles.d/envoy-hgw.conf:15: Line references path below legacy directory /var/run/, updating /var/run/envoy-hgw-admin → /run/envoy-hgw-admin; please update the tmpfiles.d/ drop-in file accordingly.","2025-01-20T16:08:27.846Z Wa(03) host-2377 <rhttpproxy> Service pre-start command's stderr: /usr/lib/tmpfiles.d/envoy-hgw.conf:15: Line references path below legacy directory /var/run/, updating /var/run/envoy-hgw-admin → /run/envoy-hgw-admin; please update the tmpfiles.d/ drop-in file accordingly."
2025-01-20T16:08:27.846Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.846Z Wa(03)+ host-2377
2025-01-20T16:08:27.849Z,In(05),host-2377,rhttpproxy,Service pre-start command completed successfully.,2025-01-20T16:08:27.849Z In(05) host-2377 <rhttpproxy> Service pre-start command completed successfully.
2025-01-20T16:08:27.849Z,In(05),host-2377,rhttpproxy,Constructed command: /usr/sbin/rhttpproxy -r /etc/vmware-rhttpproxy/config.xml -d /etc/vmware-rhttpproxy/endpoints.conf.d -f /etc/vmware-rhttpproxy/endpoints.conf.d/vpxd.conf,2025-01-20T16:08:27.849Z In(05) host-2377 <rhttpproxy> Constructed command: /usr/sbin/rhttpproxy -r /etc/vmware-rhttpproxy/config.xml -d /etc/vmware-rhttpproxy/endpoints.conf.d -f /etc/vmware-rhttpproxy/endpoints.conf.d/vpxd.conf
2025-01-20T16:08:27.855Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Removing alias data /storage/db/vpostgres_ssl/root_ca.pem.alias,2025-01-20T16:08:27.855Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Removing alias data /storage/db/vpostgres_ssl/root_ca.pem.alias
2025-01-20T16:08:27.855Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.855Z Wa(03)+ host-2377
2025-01-20T16:08:27.855Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Updating ownership of /storage/db/vpostgres_ssl/root_ca.pem,2025-01-20T16:08:27.855Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Updating ownership of /storage/db/vpostgres_ssl/root_ca.pem
2025-01-20T16:08:27.855Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.855Z Wa(03)+ host-2377
2025-01-20T16:08:27.859Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Generating /storage/db/vpostgres_ssl/root_crl.pem using store TRUSTED_ROOT_CRLS,2025-01-20T16:08:27.859Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Generating /storage/db/vpostgres_ssl/root_crl.pem using store TRUSTED_ROOT_CRLS
2025-01-20T16:08:27.859Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.859Z Wa(03)+ host-2377
2025-01-20T16:08:27.859Z,Wa(03),host-2377,vmware-vpostgres,"Service pre-start command's stderr: Grabbing alias list for store TRUSTED_ROOT_CRLS, attempt 1","2025-01-20T16:08:27.859Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Grabbing alias list for store TRUSTED_ROOT_CRLS, attempt 1"
2025-01-20T16:08:27.859Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.859Z Wa(03)+ host-2377
2025-01-20T16:08:27.870Z,Wa(03),host-2377,vmware-vpostgres,"Service pre-start command's stderr: Using alias 73a85efae32e31aee3a05c198ccb705aa10e8d45 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1","2025-01-20T16:08:27.870Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Using alias 73a85efae32e31aee3a05c198ccb705aa10e8d45 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1"
2025-01-20T16:08:27.870Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.870Z Wa(03)+ host-2377
2025-01-20T16:08:27.886Z,Wa(03),host-2377,vmware-vpostgres,"Service pre-start command's stderr: Using alias 9ba26627af86a184ff378b2f80409ca77f17f477 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1","2025-01-20T16:08:27.886Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Using alias 9ba26627af86a184ff378b2f80409ca77f17f477 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1"
2025-01-20T16:08:27.886Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.886Z Wa(03)+ host-2377
2025-01-20T16:08:27.892Z,Wa(03),host-2377,vmware-vpostgres,"Service pre-start command's stderr: Using alias c2924cde7c6c1ddacc6b9511963d3960f86a2526 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1","2025-01-20T16:08:27.892Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Using alias c2924cde7c6c1ddacc6b9511963d3960f86a2526 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1"
2025-01-20T16:08:27.892Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.892Z Wa(03)+ host-2377
2025-01-20T16:08:27.898Z,Wa(03),host-2377,vmware-vpostgres,"Service pre-start command's stderr: Using alias c09e143e4204dc683ad264650e1174c3b4313fd1 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1","2025-01-20T16:08:27.898Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Using alias c09e143e4204dc683ad264650e1174c3b4313fd1 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1"
2025-01-20T16:08:27.898Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.898Z Wa(03)+ host-2377
2025-01-20T16:08:27.907Z,Wa(03),host-2377,vmware-vpostgres,"Service pre-start command's stderr: Using alias 31ed5de719493a18d28485a6bc0575da6da16e88 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1","2025-01-20T16:08:27.907Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Using alias 31ed5de719493a18d28485a6bc0575da6da16e88 to fetch data from store TRUSTED_ROOT_CRLS, attempt 1"
2025-01-20T16:08:27.907Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.907Z Wa(03)+ host-2377
2025-01-20T16:08:27.910Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Copying /storage/db/vpostgres_ssl/root_crl.pem.tmp to /storage/db/vpostgres_ssl/root_crl.pem,2025-01-20T16:08:27.910Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Copying /storage/db/vpostgres_ssl/root_crl.pem.tmp to /storage/db/vpostgres_ssl/root_crl.pem
2025-01-20T16:08:27.910Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.910Z Wa(03)+ host-2377
2025-01-20T16:08:27.910Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Removing alias data /storage/db/vpostgres_ssl/root_crl.pem.alias,2025-01-20T16:08:27.910Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Removing alias data /storage/db/vpostgres_ssl/root_crl.pem.alias
2025-01-20T16:08:27.910Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.910Z Wa(03)+ host-2377
2025-01-20T16:08:27.911Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Updating ownership of /storage/db/vpostgres_ssl/root_crl.pem,2025-01-20T16:08:27.911Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Updating ownership of /storage/db/vpostgres_ssl/root_crl.pem
2025-01-20T16:08:27.911Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:27.911Z Wa(03)+ host-2377
2025-01-20T16:08:28.629Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-20T16:08:28.629Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-20T16:08:28.629Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-20T16:08:28.629Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-20T16:08:28.630Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-20T16:08:28.630Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-20T16:08:28.630Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-20T16:08:28.630Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-20T16:08:28.630Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-20T16:08:28.630Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-20T16:08:28.631Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-20T16:08:28.631Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-20T16:08:28.850Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-20T16:08:28.850Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
2025-01-20T16:08:28.850Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-20T16:08:28.850Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-20T16:08:29.049Z,In(05),host-2377,envoy-sidecar,Service STARTED successfully.,2025-01-20T16:08:29.049Z In(05) host-2377 <envoy-sidecar> Service STARTED successfully.
2025-01-20T16:08:29.049Z,In(05),host-2377,event-pub,"Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonEventPublisher.py --eventdata envoy-sidecar,HEALTHY,UNHEALTHY,0","2025-01-20T16:08:29.049Z In(05) host-2377 <event-pub> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonEventPublisher.py --eventdata envoy-sidecar,HEALTHY,UNHEALTHY,0"
2025-01-20T16:08:29.096Z,In(05),host-2377,rhttpproxy,Service STARTED successfully.,2025-01-20T16:08:29.096Z In(05) host-2377 <rhttpproxy> Service STARTED successfully.
2025-01-20T16:08:29.159Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Generating telemetry data for startup,2025-01-20T16:08:29.159Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Generating telemetry data for startup
2025-01-20T16:08:29.159Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:29.159Z Wa(03)+ host-2377
2025-01-20T16:08:29.172Z,In(05),host-2377,envoy-hgw,Service STARTED successfully.,2025-01-20T16:08:29.172Z In(05) host-2377 <envoy-hgw> Service STARTED successfully.
2025-01-20T16:08:29.177Z,In(05),host-2377,envoy,Service STARTED successfully.,2025-01-20T16:08:29.177Z In(05) host-2377 <envoy> Service STARTED successfully.
2025-01-20T16:08:29.189Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Push telemetry data,2025-01-20T16:08:29.189Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Push telemetry data
2025-01-20T16:08:29.189Z,Wa(03),host-2377,,Wa(03)+ host-2377,2025-01-20T16:08:29.189Z Wa(03)+ host-2377
2025-01-20T16:08:29.218Z,In(05),host-2377,eam,Service pre-start command completed successfully.,2025-01-20T16:08:29.218Z In(05) host-2377 <eam> Service pre-start command completed successfully.
2025-01-20T16:08:29.218Z,In(05),host-2377,eam,Constructed command: /usr/java/jre-vmware/bin/vmware-eam -Dvim.versions.path=/etc/vmware/../vmware-vpx/docRoot/sdk/vimServiceVersions.xml -Dextension.descriptor.path=/etc/vmware/../vmware-eam/firstboot/extension/extension.xml.installer -Djava.endorsed.dirs=/var/opt/apache-tomcat/endorsed -Dcatalina.home=/var/opt/apache-tomcat -Dcatalina.base=/usr/lib/vmware-eam/web -Dcatalina.config=file:/etc/vmware/../vmware-eam/catalina.properties -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/var/log/vmware/eam -XX:ErrorFile=/var/log/vmware/eam/java_error%p.log -XX:+PrintGCDetails -XX:+PrintGCDateStamps -XX:+PrintReferenceGC -Xloggc:/var/log/vmware/eam/vmware-eam-gc.log -Duser.timezone=UTC -classpath /usr/lib/vmware-eam/config/:/var/lib/vmware/eam/:/etc/vmware/../vmware-eam/:/var/opt/apache-tomcat/lib/servlet-api.jar:/var/opt/apache-tomcat/bin/tomcat-juli.jar:/var/opt/apache-tomcat/bin/bootstrap.jar:/usr/lib/vmware/common-jars/commons-codec-1.10.jar:/usr/lib/vmware/common-jars/commons-lang-2.6.jar:/usr/lib/vmware/common-jars/jaxb-api-2.3.1.jar:/usr/lib/vmware/common-jars/javax.activation-api-1.2.0.jar:/usr/lib/vmware/common-jars/log4j-jcl-2.21.1.jar:/usr/lib/vmware/common-jars/commons-logging-1.2.jar:/usr/lib/vmware/common-jars/log4j-api-2.21.1.jar:/usr/lib/vmware/common-jars/log4j-slf4j-impl-2.21.1.jar:/usr/lib/vmware/common-jars/log4j-core-2.21.1.jar:/usr/lib/vmware/common-jars/slf4j-api-1.7.30.jar:/usr/lib/vmware/common-jars/stax2-api-3.1.4.jar:/usr/lib/vmware/common-jars/woodstox-core-asl-4.4.1.jar:/usr/lib/vmware/common-jars/httpasyncclient-4.1.5.jar:/usr/lib/vmware/common-jars/httpclient-4.5.13.jar:/usr/lib/vmware/common-jars/httpcore-4.4.13.jar:/usr/lib/vmware/common-jars/httpcore-nio-4.4.13.jar:/usr/lib/vmware/common-jars/jna-5.13.0.jar:/usr/lib/vmware/common-jars/libfeatureStateSwitch.jar:/usr/lib/vmware/common-jars/saaj-api-1.3.5.jar:/usr/lib/vmware/common-jars/jaxws-api-2.2.5.jar:/usr/lib/vmware/common-jars/jsr181-api-1.0-MR1.jar:/usr/lib/vmware/common-jars/gson-2.9.1.jar:/usr/lib/vmware/common-jars/jna-platform-5.13.0.jar:/usr/lib/vmware/common-jars/jcl-over-slf4j-1.7.30.jar:/usr/lib/vmware/common-jars/woodstox-core-6.5.1.jar:/usr/lib/vmware/common-jars/spring-beans-5.3.36.jar:/usr/lib/vmware/common-jars/spring-core-5.3.36.jar:/usr/lib/vmware/common-jars/spring-jcl-5.3.36.jar:/usr/lib/vmware/common-jars/spring-context-5.3.36.jar:/usr/lib/vmware/common-jars/spring-aop-5.3.36.jar:/usr/lib/vmware/common-jars/spring-expression-5.3.36.jar:/usr/lib/vmware/common-jars/jackson-core-2.15.2.jar:/usr/lib/vmware/common-jars/jackson-databind-2.15.2.jar:/usr/lib/vmware/common-jars/jackson-annotations-2.15.2.jar:/usr/lib/vmware/common-jars/commons-io-2.11.0.jar:/usr/lib/vmware/common-jars/httpmime-4.5.3.jar:/usr/lib/vmware/common-jars/log4j-1.2-api-2.21.1.jar:/usr/lib/vmware/common-jars/spring-web-5.3.36.jar:/usr/lib/vmware/common-jars/spring-webmvc-5.3.36.jar:/usr/lib/vmware/common-jars/log4j-appserver-2.21.1.jar:/usr/lib/vmware/common-jars/log4j-web-2.21.1.jar org.apache.catalina.startup.Bootstrap fips_ready start,2025-01-20T16:08:29.218Z In(05) host-2377 <eam> Constructed command: /usr/java/jre-vmware/bin/vmware-eam -Dvim.versions.path=/etc/vmware/../vmware-vpx/docRoot/sdk/vimServiceVersions.xml -Dextension.descriptor.path=/etc/vmware/../vmware-eam/firstboot/extension/extension.xml.installer -Djava.endorsed.dirs=/var/opt/apache-tomcat/endorsed -Dcatalina.home=/var/opt/apache-tomcat -Dcatalina.base=/usr/lib/vmware-eam/web -Dcatalina.config=file:/etc/vmware/../vmware-eam/catalina.properties -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/var/log/vmware/eam -XX:ErrorFile=/var/log/vmware/eam/java_error%p.log -XX:+PrintGCDetails -XX:+PrintGCDateStamps -XX:+PrintReferenceGC -Xloggc:/var/log/vmware/eam/vmware-eam-gc.log -Duser.timezone=UTC -classpath /usr/lib/vmware-eam/config/:/var/lib/vmware/eam/:/etc/vmware/../vmware-eam/:/var/opt/apache-tomcat/lib/servlet-api.jar:/var/opt/apache-tomcat/bin/tomcat-juli.jar:/var/opt/apache-tomcat/bin/bootstrap.jar:/usr/lib/vmware/common-jars/commons-codec-1.10.jar:/usr/lib/vmware/common-jars/commons-lang-2.6.jar:/usr/lib/vmware/common-jars/jaxb-api-2.3.1.jar:/usr/lib/vmware/common-jars/javax.activation-api-1.2.0.jar:/usr/lib/vmware/common-jars/log4j-jcl-2.21.1.jar:/usr/lib/vmware/common-jars/commons-logging-1.2.jar:/usr/lib/vmware/common-jars/log4j-api-2.21.1.jar:/usr/lib/vmware/common-jars/log4j-slf4j-impl-2.21.1.jar:/usr/lib/vmware/common-jars/log4j-core-2.21.1.jar:/usr/lib/vmware/common-jars/slf4j-api-1.7.30.jar:/usr/lib/vmware/common-jars/stax2-api-3.1.4.jar:/usr/lib/vmware/common-jars/woodstox-core-asl-4.4.1.jar:/usr/lib/vmware/common-jars/httpasyncclient-4.1.5.jar:/usr/lib/vmware/common-jars/httpclient-4.5.13.jar:/usr/lib/vmware/common-jars/httpcore-4.4.13.jar:/usr/lib/vmware/common-jars/httpcore-nio-4.4.13.jar:/usr/lib/vmware/common-jars/jna-5.13.0.jar:/usr/lib/vmware/common-jars/libfeatureStateSwitch.jar:/usr/lib/vmware/common-jars/saaj-api-1.3.5.jar:/usr/lib/vmware/common-jars/jaxws-api-2.2.5.jar:/usr/lib/vmware/common-jars/jsr181-api-1.0-MR1.jar:/usr/lib/vmware/common-jars/gson-2.9.1.jar:/usr/lib/vmware/common-jars/jna-platform-5.13.0.jar:/usr/lib/vmware/common-jars/jcl-over-slf4j-1.7.30.jar:/usr/lib/vmware/common-jars/woodstox-core-6.5.1.jar:/usr/lib/vmware/common-jars/spring-beans-5.3.36.jar:/usr/lib/vmware/common-jars/spring-core-5.3.36.jar:/usr/lib/vmware/common-jars/spring-jcl-5.3.36.jar:/usr/lib/vmware/common-jars/spring-context-5.3.36.jar:/usr/lib/vmware/common-jars/spring-aop-5.3.36.jar:/usr/lib/vmware/common-jars/spring-expression-5.3.36.jar:/usr/lib/vmware/common-jars/jackson-core-2.15.2.jar:/usr/lib/vmware/common-jars/jackson-databind-2.15.2.jar:/usr/lib/vmware/common-jars/jackson-annotations-2.15.2.jar:/usr/lib/vmware/common-jars/commons-io-2.11.0.jar:/usr/lib/vmware/common-jars/httpmime-4.5.3.jar:/usr/lib/vmware/common-jars/log4j-1.2-api-2.21.1.jar:/usr/lib/vmware/common-jars/spring-web-5.3.36.jar:/usr/lib/vmware/common-jars/spring-webmvc-5.3.36.jar:/usr/lib/vmware/common-jars/log4j-appserver-2.21.1.jar:/usr/lib/vmware/common-jars/log4j-web-2.21.1.jar org.apache.catalina.startup.Bootstrap fips_ready start
2025-01-20T16:08:29.401Z,Wa(03),host-2377,vmware-vpostgres,Service pre-start command's stderr: Failed to send the telemetry data due to Service Unavailable,2025-01-20T16:08:29.401Z Wa(03) host-2377 <vmware-vpostgres> Service pre-start command's stderr: Failed to send the telemetry data due to Service Unavailable
2025-01-20T16:08:29.401Z,Wa(03),host-2377,,Wa(03)+ host-2377 Traceback (most recent call last):,2025-01-20T16:08:29.401Z Wa(03)+ host-2377 Traceback (most recent call last):
